arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,observedControlBytes,expectedControlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
periodic-iid20,periodic,none,16094418,1505982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111925327122162,0.112596113325914,1.05474152386273,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094418,1505982,14312821,14312821,0,1588795,610566,18763657368,52370925,46949,656672701,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.929416856052932,1,0.929416856052932,1,13440,0.836410661694877,1,0.196305280932265,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.389221556886228,0.314936487078406,3,4,12,19,2,0.114453314422799,0.213765876892174,0.0960156207767986,0.0813751855869023,0.192374452189822,0.0542402010826606,1,1,326,1,1,1,28,28,6,8,43,13,0,0,0,0,0,0,0,1004,1004,244,244,130,130,4314,4314,4314,0.138048,0.138048,1,1.11022302462516e-16,0,0,0.145598932432471,0.148604026870541,1.02692901073916,0,0,1.47455999999999,0.138048,0.153581714285713
closure-response-blackout-emergency,closure,response-blackout,16094418,1505982,14312821,14312821,0,1588795,610566,18516260876,50310983,46949,656978183,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.915611834542216,1,0.915611834542216,1,13440,0.83296857216446,1,0.196305280932265,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.927142648561834,3,4,60,145,0,0.122097080573154,0.21059072194471,0.0927271146322258,0.0765784446044511,0.191582771597826,0.0529614542145305,1,1,326,1,1,1,115,115,28,29,172,58,0,0,0,0,0,0,0,1002,1002,246,246,302,302,12700,12700,12700,0.4064,0.4064,1,1.11022302462516e-16,0,0,0.1445768998184,0.147525496969238,1.03805610504402,0,0,1.47455999999999,0.4064,0.179139047619047
closure-response-blackout-no-emergency,closure,response-blackout,16094418,1505982,14312821,14312821,0,1588795,610566,18516260876,50310983,46949,430880250,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.29710209837277,0,7.29710209837277,0,13440,6.4052222203583,0,-0.114603060092919,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.927142648561834,3,4,60,145,0,0.504971797723823,0.876950506568618,0.802681230821005,0.211036217835866,0.424308306916507,0.704574444239414,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,830,830,188,188,302,302,12700,12700,12700,0.4064,0.4064,1,1.11022302462516e-16,0,0,0.357589518711766,0.370178344324074,0.776180283050685,0,0,1.12127999999999,0.4064,0.145493333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094418,1505982,14312821,14312821,0,1588795,610566,18733515850,49664386,46949,656044147,139590378,139590378,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.916830085562183,1,0.916830085562183,1,14018,0.833197459586553,1,0.152514852033223,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.113062000051083,0.210870919679302,0.093017186016671,0.0806980614080222,0.191635415704907,0.0527730324053783,1,1,326,1,1,1,87,87,0,29,138,36,0,0,0,0,0,0,0,1008,1008,240,240,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.141736935171413,0.155930150997274,1.06873532858162,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094418,1505982,14312821,14312821,0,1588795,610566,18700044751,51856405,46949,656131086,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.916357837171504,1,0.916357837171504,1,13440,0.833039238476417,1,0.196305280932265,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.323112863191707,3,4,12,19,6,0.123865925535543,0.210762302549446,0.0929134827094178,0.0770400948060965,0.191599024849576,0.0527978121220538,1,1,326,1,1,1,93,93,7,29,134,52,0,0,0,0,0,0,0,994,994,254,254,134,134,4426,4426,4426,0.141632,0.141632,1,1.11022302462516e-16,0,0,0.145560748158004,0.148562805284169,1.04422227089278,0,0,1.47455999999999,0.141632,0.153923047619047
periodic-iid20,periodic,none,16094419,1109650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109289929127999,0.109636369848981,1.06849080547202,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094419,1109650,13844532,13844532,0,1443242,610566,18626544734,52422723,46949,655922310,139586578,139586578,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.897233802268178,1,0.897233802268178,1,13418,0.86219050388212,1,0.185434959609427,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.42814371257485,0.377135348226018,2,3,24,21,3,0.14554974333744,0.206363774521681,0.0934213353831363,0.0637891887096316,0.198303815892888,0.0579117417164159,1,1,326,1,1,1,37,37,9,10,58,16,0,0,0,0,0,0,0,998,998,250,250,143,143,5166,5166,5166,0.165312,0.165312,1,8.88178419700125e-16,0,0,0.142276079984973,0.144764710010756,1.03228077236884,0,0,1.47455999999999,0.165312,0.156178285714285
closure-response-blackout-emergency,closure,response-blackout,16094419,1109650,13844532,13844532,0,1443242,610566,18379148242,50103749,46949,655976200,139586578,139586578,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.883341057296258,1,0.883341057296258,1,13418,0.857279979409596,1,0.185434959609427,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.922762447072565,2,3,60,147,0,0.149793319162022,0.203168443178139,0.0905353897099063,0.0640904242876477,0.197174395264207,0.0596409928861057,1,1,326,1,1,1,115,115,28,29,183,47,0,0,0,0,0,0,0,1001,1001,247,247,302,302,12640,12640,12640,0.40448,0.40448,1,8.88178419700125e-16,0,0,0.141747550073948,0.144205136523793,1.04329949529582,0,0,1.47455999999999,0.40448,0.17895619047619
closure-response-blackout-no-emergency,closure,response-blackout,16094419,1109650,13844532,13844532,0,1443242,610566,18379148242,50103749,46949,430858202,139586578,139586578,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.11518080958284,0,7.11518080958284,0,13418,6.17062972477805,0,-0.104615052006386,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.922762447072565,2,3,60,147,0,0.467507315746954,0.860843196498909,0.782669889054112,0.209650056568778,0.421605323699904,0.678769269725585,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,818,818,200,200,302,302,12640,12640,12640,0.40448,0.40448,1,8.88178419700125e-16,0,0,0.352856005993679,0.365097495152081,0.762972564024263,0,0,1.12127999999999,0.40448,0.145310476190476
closure-prepare-blackout-emergency,closure,prepare-blackout,16094419,1109650,13844532,13844532,0,1443242,610566,18603101792,49660120,46949,656763561,139586578,139586578,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.886363747518961,1,0.886363747518961,1,14018,0.857429328073282,1,0.164098807800156,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.146425323685622,0.203863661929361,0.091563727708245,0.0670915727870018,0.197208745456855,0.0583676942230351,1,1,326,1,1,1,86,86,0,29,141,31,0,0,0,0,0,0,0,1006,1006,242,242,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.137421117544388,0.151831037906806,1.04872059951798,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094419,1109650,13844532,13844532,0,1443242,610566,18562662071,51792698,46949,655981948,139586578,139586578,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.880148963635296,1,0.880148963635296,1,13418,0.857264830485181,1,0.182611275563159,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.437125748502994,0.383267630310994,2,3,24,21,6,0.148385174424239,0.202434261636118,0.0886966736930344,0.0625964040648825,0.197170911011592,0.0583426534387388,1,1,326,1,1,1,95,95,9,29,154,36,0,0,0,0,0,0,0,1004,1004,244,244,146,146,5250,5250,5250,0.168,0.168,1,8.88178419700125e-16,0,0,0.140479019911792,0.142862347571688,1.03799916034012,0,0,1.47455999999999,0.168,0.156434285714285
periodic-iid20,periodic,none,16094420,799140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11012390481955,0.110636157073732,1.05356950243239,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094420,799140,14491981,14491981,0,1440861,610566,18778951206,51940748,46949,656677218,139563778,139563778,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.941236361957257,1,0.941236361957257,1,13440,0.812601169673956,1,0.172509052601782,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.377245508982036,0.305884070667251,3,4,12,15,2,0.116691434513014,0.207893971084471,0.103535999815298,0.0754822582829955,0.18689826902501,0.0468414268909321,1,1,326,1,1,1,28,28,6,8,43,13,0,0,0,0,0,0,0,1030,1030,218,218,126,126,4190,4190,4190,0.13408,0.13408,1,4.44089209850063e-16,0,0,0.139792239564794,0.142833106288482,1.03850636121954,0,0,1.47455999999999,0.13408,0.153203809523809
closure-response-blackout-emergency,closure,response-blackout,16094420,799140,14491981,14491981,0,1440861,610566,18531554714,50548117,46949,656610769,139563778,139563778,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.935292063439682,1,0.935292063439682,1,13440,0.807279046709418,1,0.172509052601782,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.931960870200029,3,4,60,146,0,0.114351925611633,0.205734157087972,0.102882126978365,0.0720273342025526,0.185674180743166,0.0462221076501921,1,1,326,1,1,1,114,114,28,29,185,43,0,0,0,0,0,0,0,1026,1026,222,222,303,303,12766,12766,12766,0.408512,0.408512,1,8.88178419700125e-16,0,0,0.140251362657451,0.143318922057575,1.03792705380251,0,0,1.47455999999999,0.408512,0.17934019047619
closure-response-blackout-no-emergency,closure,response-blackout,16094420,799140,14491981,14491981,0,1440861,610566,18531554714,50548117,46949,432201736,139563778,139563778,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.20323705304429,0,7.20323705304429,0,13440,6.25909842863353,0,-0.100166904435367,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.931960870200029,3,4,60,146,0,0.490612924888028,0.860726009071912,0.792356075834872,0.205692074913266,0.413514478984313,0.688500827149688,0,0,326,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,841,841,179,179,303,303,12766,12766,12766,0.408512,0.408512,1,8.88178419700125e-16,0,0,0.350929266649724,0.363398779935751,0.763825848320185,0,0,1.12435199999999,0.408512,0.145987047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094420,799140,14491981,14491981,0,1440861,610566,18753367140,49660120,46949,656927093,139563778,139563778,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.934895165035713,1,0.934895165035713,1,14018,0.80730666623811,1,0.161336228657593,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.115543467791281,0.206365562076601,0.102838468153928,0.0717974343266305,0.185680533234765,0.0462217658483213,1,1,326,1,1,1,86,86,0,29,140,32,0,0,0,0,0,0,0,1028,1028,220,220,9,9,384,384,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.137454499483295,0.151733944918725,1.06540550796965,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094420,799140,14491981,14491981,0,1440861,610566,18700920051,52470493,46949,656883528,139563778,139563778,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.935013892703575,1,0.935013892703575,1,13440,0.807279513947677,1,0.172509052601782,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.389221556886228,0.314060446780552,3,4,12,15,6,0.114965270778114,0.205744367941727,0.102851528197393,0.0747657674286917,0.185674288207966,0.0462221076501921,1,1,326,1,1,1,92,92,7,29,147,37,0,0,0,0,0,0,0,1026,1026,222,222,130,130,4302,4302,4302,0.137664,0.137664,1,4.44089209850063e-16,0,0,0.139780258640223,0.142820964512899,1.03741842708772,0,0,1.47455999999999,0.137664,0.153545142857142
periodic-iid20,periodic,none,16094421,1102721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.110767655196723,0.111079761772306,1.04936094629854,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094421,1102721,13050429,13050429,0,1466600,610566,18724683792,51651898,46949,656429514,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.944614287797735,1,0.944614287797735,1,13418,0.913668019222268,1,0.191865630951076,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.37125748502994,0.298437728135494,2,3,12,15,2,0.114974763709759,0.217261286193479,0.0986330938925714,0.0905478029540885,0.210143644421122,0.0627246004013693,1,1,326,1,1,1,25,25,6,7,36,14,0,0,0,0,0,0,0,992,992,256,256,124,124,4088,4088,4088,0.130816,0.130816,1,0,0,0,0.146283219312471,0.148654921282801,1.01167707319377,0,0,1.47455999999999,0.130816,0.152892952380951
closure-response-blackout-emergency,closure,response-blackout,16094421,1102721,13050429,13050429,0,1466600,610566,18477287300,50550519,46949,656201233,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.929343073879276,1,0.929343073879276,1,13418,0.906614449863282,1,0.192447474708642,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.931668856767411,2,3,60,149,0,0.114278408627013,0.213748906992233,0.0957967778082817,0.0909413923809255,0.208521323468555,0.0629617885992477,1,1,326,1,1,1,115,115,28,29,186,44,0,0,0,0,0,0,0,995,995,253,253,304,304,12762,12762,12762,0.408384,0.408384,1,0,0,0,0.144839664693875,0.147117712980125,1.01769347788538,0,0,1.47455999999999,0.408384,0.179327999999999
closure-response-blackout-no-emergency,closure,response-blackout,16094421,1102721,13050429,13050429,0,1466600,610566,18477287300,50550519,46949,431269883,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.21093015613754,0,7.21093015613754,0,13418,6.29839513446522,0,-0.101301067257813,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.931668856767411,2,3,60,149,0,0.480783446221269,0.867286576661331,0.79320231717513,0.232457029924399,0.424725575070994,0.692823464791175,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,809,809,209,209,304,304,12762,12762,12762,0.408384,0.408384,1,0,0,0,0.358712509563566,0.371041638823908,0.764091967017469,0,0,1.12127999999999,0.408384,0.145682285714285
closure-prepare-blackout-emergency,closure,prepare-blackout,16094421,1102721,13050429,13050429,0,1466600,610566,18697508790,49660120,46949,656702611,139616978,139616978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.929302322136529,1,0.929302322136529,1,14018,0.906651801094741,1,0.140027508853541,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.113976924239647,0.213739534091402,0.0954546245260555,0.0920649773064768,0.20852991425179,0.0630652644469243,1,1,326,1,1,1,86,86,0,29,142,30,0,0,0,0,0,0,0,1003,1003,245,245,9,9,384,384,384,0.012288,0.012288,1,0,0,0,0.141485547101278,0.155750855396341,1.06288409721214,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094421,1102721,13050429,13050429,0,1466600,610566,18649279811,52190736,46949,656415871,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.929247913873981,1,0.929247913873981,1,13418,0.906589214022515,1,0.192447474708642,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.383233532934132,0.306614104248795,2,3,12,15,6,0.114437025072248,0.213727020191016,0.0958701017878863,0.090616181266324,0.208515519225178,0.0628651983981272,1,1,326,1,1,1,92,92,6,29,148,36,0,0,0,0,0,0,0,995,995,253,253,128,128,4200,4200,4200,0.1344,0.1344,1,0,0,0,0.144633177325598,0.146898934649233,1.01737733842594,0,0,1.47455999999999,0.1344,0.153234285714285
periodic-iid20,periodic,none,16094422,1296123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112070498040805,0.112522003289397,1.05523143667898,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094422,1296123,14320016,14320016,0,1384690,610566,18754130210,51810502,46949,657259335,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,1.00424332443329,0,1.00424332443329,0,13396,0.875403378077444,1,0.187093057919942,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.300335815447511,1,3,12,16,3,0.120948367019355,0.225237415419734,0.110466765687662,0.0821717749971946,0.201342776957812,0.0567444905528149,1,1,326,1,1,1,23,23,5,7,32,14,0,0,0,0,0,0,0,990,990,258,258,125,125,4114,4114,4114,0.131648,0.131648,1,1.11022302462516e-16,0,0,0.151141325080484,0.15220537087829,1.03403563540003,0,0,1.47455999999999,0.131648,0.15297219047619
closure-response-blackout-emergency,closure,response-blackout,16094422,1296123,14320016,14320016,0,1384690,610566,18506733718,50057467,46949,657434218,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.993266448254224,1,0.993266448254224,1,13396,0.867545437384972,1,0.187046600759148,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.898203592814371,0.921740400058403,1,3,60,146,0,0.119229373804108,0.221947140187542,0.109259309307965,0.0822663084635078,0.199535450598544,0.0550062448988644,1,1,326,1,1,1,116,116,29,29,180,52,0,0,0,0,0,0,0,983,983,265,265,300,300,12626,12626,12626,0.404032,0.404032,1,1.11022302462516e-16,0,0,0.150653993332923,0.151682802617023,1.0360759294347,0,0,1.47455999999999,0.404032,0.178913523809523
closure-response-blackout-no-emergency,closure,response-blackout,16094422,1296123,14320016,14320016,0,1384690,610566,18506733718,50057467,46949,430728854,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.26757432906936,0,7.26757432906936,0,13396,6.38569124621392,0,-0.102858855112841,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.898203592814371,0.921740400058403,1,3,60,146,0,0.496004180969952,0.881525790069145,0.79943317619763,0.215939072620995,0.439859917875053,0.702426037083531,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,803,803,213,213,300,300,12626,12626,12626,0.404032,0.404032,1,1.11022302462516e-16,0,0,0.372946569933244,0.385180665263484,0.778387059662638,0,0,1.11820799999999,0.404032,0.144975238095238
