arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-no-emergency,closure,response-blackout,16094207,805714,17101254,17101254,0,906688,628428,18590043722,52316208,397384223,139584678,139584678,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.12180920359628,0,7.12180920359628,0,13766,6.12076122836457,0,-0.221631406866841,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.474039024451168,0.861966624673838,0.783399012395591,0.217889969456117,0.668942391996189,0.673283735120102,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,757,757,174,174,309,309,13900,0.444799999999998,0.4448,1,0,0,0,0.389047783186753,0.403091567975667,0.748368593133159,0,0,1.032192,0.444799999999998,0.140665904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094207,805714,17101254,17101254,0,906688,628428,18809004029,52655597,656637618,139584678,139584678,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.972128314679145,1,0.972128314679145,1,14344,0.881415848885241,1,0.0659039895897626,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.117291696309183,0.20414694608262,0.104420017903199,0.085408170028348,0.185097328265901,0.0518767068321471,1,1,326,1,1,1,115,115,0,29,205,54,0,0,0,0,0,0,0,1011,1011,237,237,12,12,484,0.015488,0.015488,1,0,0,0,0.137575549519501,0.152489251805721,1.03590398958976,0,0,1.47455999999999,0.015488,0.141909333333332
closure-commit-blackout-emergency,closure,commit-blackout,16094207,805714,17101254,17101254,0,906688,628428,18727504612,54769941,656421184,139584678,139584678,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,0.967684358453574,1,0.967684358453574,1,13766,0.881298279843213,1,0.0772141124546073,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.123513223002514,0.203213715275251,0.0975105465170287,0.0748383019783505,0.185072638767075,0.0519877577932071,1,1,326,1,1,1,121,121,6,29,214,57,0,0,0,0,0,0,0,1005,1005,243,243,115,115,3788,0.121216,0.121216,1,0,0,0,0.141535714989307,0.144872000427397,1.04721411245461,0,0,1.47455999999999,0.121216,0.151978666666666
closure-iid20-emergency,closure,none,16094208,1103694,13474283,13474283,0,1604191,628428,18659319835,54424555,656688263,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.04108448555132,0,1.04108448555132,0,13744,0.969954080303716,1,0.0804432826621035,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120064544430719,0.218627741965777,0.0946636952580228,0.088128654808219,0.20369035686378,0.0598323718306317,1,1,326,1,1,1,31,31,5,8,55,13,0,0,0,0,0,0,0,985,985,263,263,115,115,4000,0.128,0.128,1,8.88178419700125e-16,0,0,0.147677205440818,0.149539345843265,1.03171986017329,0,0,1.47455999999999,0.128,0.152624761904761
closure-response-blackout-emergency,closure,response-blackout,16094208,1103694,13474283,13474283,0,1604191,628428,18418264133,52673438,656757899,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.01252898503072,0,1.01252898503072,0,13744,0.963906118015011,1,0.0918644435316183,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.126838444733931,0.212631086856451,0.091246348393104,0.0871814873689636,0.202420284783152,0.0626096853566493,1,1,326,1,1,1,144,144,28,29,252,65,0,0,0,0,0,0,0,984,984,264,264,305,305,13714,0.438847999999998,0.438848,1,8.88178419700125e-16,0,0,0.147881655574559,0.149762211730214,1.04505713385311,0,0,1.47455999999999,0.438847999999998,0.182229333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094208,1103694,13474283,13474283,0,1604191,628428,18418264133,52673438,397621279,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.15631906891144,0,7.15631906891144,0,13744,6.24328302357103,0,-0.212280079585919,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.464013598089149,0.867642408809659,0.787195097580259,0.249234705340127,0.671665357485291,0.686761132592813,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,732,732,199,199,305,305,13714,0.438847999999998,0.438848,1,8.88178419700125e-16,0,0,0.395461403523733,0.409101739906166,0.757719920414081,0,0,1.032192,0.438847999999998,0.140099047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094208,1103694,13474283,13474283,0,1604191,628428,18632884826,52474820,656229277,139620778,139620778,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.01309701549685,0,1.01309701549685,0,14344,0.963862746853071,1,0.0867490322057474,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.113978793229931,0.212750373254339,0.0913527953292272,0.0897496374865376,0.202411176839145,0.0624140735053553,1,1,326,1,1,1,115,115,0,29,204,55,0,0,0,0,0,0,0,984,984,264,264,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.145558465748388,0.159832365001516,1.05674903220575,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094208,1103694,13474283,13474283,0,1604191,628428,18563680533,54888386,656515530,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.01317678503267,0,1.01317678503267,0,13744,0.964068500190693,1,0.0894607914889831,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.121199480099104,0.212767124856861,0.0913883045838462,0.0870570304476357,0.202454385040046,0.062550728654696,1,1,326,1,1,1,121,121,6,29,218,53,0,0,0,0,0,0,0,987,987,261,261,118,118,4084,0.130688,0.130688,1,8.88178419700125e-16,0,0,0.145894155288225,0.147646260281933,1.04511417161477,0,0,1.47455999999999,0.130688,0.152880761904761
closure-iid20-emergency,closure,none,16094209,455032,14440639,14440639,0,792290,628428,18780312524,55081609,656383784,139588478,139588478,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.06033069688055,0,1.06033069688055,0,13744,0.915625341732504,1,0.0917612550486486,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115549490833823,0.222669446344915,0.109883082574593,0.0768145851567836,0.192281321763826,0.0551866773221259,1,1,326,1,1,1,36,36,7,8,62,18,0,0,0,0,0,0,0,997,997,251,251,123,123,4456,0.142592,0.142592,1,8.88178419700125e-16,0,0,0.146018995536983,0.148618565888082,1.00732081021309,0,0,1.47455999999999,0.142592,0.154014476190475
closure-response-blackout-emergency,closure,response-blackout,16094209,455032,14440639,14440639,0,792290,628428,18539256822,52673822,656089429,139588478,139588478,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.06038170873085,0,1.06038170873085,0,13744,0.911343268990453,1,0.101741581775268,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118244771590941,0.222680158833479,0.110527164056578,0.0741496250054405,0.191382086487995,0.0551949862280217,1,1,326,1,1,1,144,144,28,29,255,62,0,0,0,0,0,0,0,1003,1003,245,245,305,305,13714,0.438847999999998,0.438848,1,8.88178419700125e-16,0,0,0.143585174294109,0.146043255346345,0.99978112930654,0,0,1.47455999999999,0.438847999999998,0.182229333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094209,455032,14440639,14440639,0,792290,628428,18539256822,52673822,397400184,139588478,139588478,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.06104159803059,0,7.06104159803059,0,13744,6.11157199481998,0,-0.213792957985596,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.484624409678754,0.858882718184768,0.776714575783365,0.200924835039423,0.69170936737104,0.672272919430198,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,748,748,183,183,305,305,13714,0.438847999999998,0.438848,1,8.88178419700125e-16,0,0,0.394420018155372,0.408259149352608,0.756207042014403,0,0,1.032192,0.438847999999998,0.140099047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094209,455032,14440639,14440639,0,792290,628428,18753145314,52479278,656259950,139588478,139588478,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.06088369722929,0,1.06088369722929,0,14344,0.911364651847844,1,0.0965261463188729,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118072486934775,0.22278557641815,0.110669011280609,0.0975643509310631,0.191386576888047,0.0551160618196089,1,1,326,1,1,1,116,116,0,29,211,50,0,0,0,0,0,0,0,999,999,249,249,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.141051709113228,0.155456263799125,1.06652614631887,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094209,455032,14440639,14440639,0,792290,628428,18685816789,54594181,656519340,139588478,139588478,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.0603896614383,0,1.0603896614383,0,13744,0.911364578559409,1,0.0925988673528824,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115716015966733,0.222681828902042,0.110510004944841,0.0771253103749381,0.191386561497476,0.0551706972310626,1,1,326,1,1,1,122,122,7,29,216,57,0,0,0,0,0,0,0,1004,1004,244,244,127,127,4568,0.146176,0.146176,1,8.88178419700125e-16,0,0,0.142981901157008,0.145404319568731,1.00146488015908,0,0,1.47455999999999,0.146176,0.154355809523809
closure-iid20-emergency,closure,none,16094210,515287,14482053,14482053,0,1530645,628428,18719271601,55040756,657106994,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.04799535900595,0,1.04799535900595,0,13744,0.926201423718405,1,0.0868585018839449,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.12457967645589,0.220079025391249,0.0925853242848845,0.0825728079368082,0.194502298980865,0.0579135983653214,1,1,326,1,1,1,35,35,7,7,59,18,0,0,0,0,0,0,0,1000,1000,248,248,124,124,4440,0.14208,0.14208,1,8.88178419700125e-16,0,0,0.145574217508469,0.147124738113951,1.0540192653632,0,0,1.47455999999999,0.14208,0.153965714285713
closure-response-blackout-emergency,closure,response-blackout,16094210,515287,14482053,14482053,0,1530645,628428,18478215899,52826757,656271220,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.05497855866341,0,1.05497855866341,0,13744,0.923858699078799,1,0.0784220558048812,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125518313227022,0.221545497319317,0.0958224430037331,0.0831390505648106,0.194010326806548,0.0563154738582221,1,1,326,1,1,1,144,144,28,29,236,80,0,0,0,0,0,0,0,974,974,274,274,307,307,13754,0.440127999999998,0.440128,1,8.88178419700125e-16,0,0,0.147674978579663,0.149362172114501,1.04271371755164,0,0,1.47455999999999,0.440127999999998,0.182351238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094210,515287,14482053,14482053,0,1530645,628428,18478215899,52826757,398380294,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.55773718130644,0,7.55773718130644,0,13744,6.74106679383853,0,-0.173739669179508,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.485023666804521,0.886020210570455,0.831351089943709,0.258609101281605,0.65140136132716,0.741517347322238,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,738,738,194,194,307,307,13754,0.440127999999998,0.440128,1,8.88178419700125e-16,0,0,0.404033597650249,0.417933596068807,0.796260330820492,0,0,1.032192,0.440127999999998,0.140220952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094210,515287,14482053,14482053,0,1530645,628428,18691674751,52565257,657207952,139620778,139620778,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.0523615426512,0,1.0523615426512,0,14344,0.923825922861257,1,0.0792664137857602,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.127572506481316,0.220995923956751,0.0950925196726515,0.0799309394955767,0.194003443800864,0.0558234846293422,1,1,326,1,1,1,115,115,0,29,192,66,0,0,0,0,0,0,0,978,978,270,270,11,11,460,0.01472,0.01472,1,4.44089209850063e-16,0,0,0.144409808949694,0.158058115651181,1.04926641378576,0,0,1.47455999999999,0.01472,0.14183619047619
closure-commit-blackout-emergency,closure,commit-blackout,16094210,515287,14482053,14482053,0,1530645,628428,18627392632,54551640,656385479,139620778,139620778,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.05382363245361,0,1.05382363245361,0,13744,0.923837512598926,1,0.0807035301608989,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125345463145771,0.221302962815257,0.0953599252215512,0.0828047831157845,0.194005877645774,0.0563690309595875,1,1,326,1,1,1,122,122,7,29,204,68,0,0,0,0,0,0,0,980,980,268,268,128,128,4552,0.145664,0.145664,1,8.88178419700125e-16,0,0,0.147323599823065,0.148987857294665,1.04212926433973,0,0,1.47455999999999,0.145664,0.154307047619047
closure-iid20-emergency,closure,none,16094211,987559,14178860,14178860,0,1598822,628428,18741490210,54371695,656935034,139616978,139616978,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,0.952822695095314,1,0.952822695095314,1,13722,0.899573754494634,1,0.0970738162668654,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.119835088104193,0.200092765970016,0.0839150107358483,0.0753948132939288,0.188910488443873,0.053484948430738,1,1,326,1,1,1,25,25,5,5,39,16,0,0,0,0,0,0,0,1009,1009,239,239,114,114,3964,0.126848,0.126848,1,4.44089209850063e-16,0,0,0.140242626660278,0.14170794664241,1.04243373744097,0,0,1.47455999999999,0.126848,0.152515047619047
closure-response-blackout-emergency,closure,response-blackout,16094211,987559,14178860,14178860,0,1598822,628428,18500434508,52711080,657192516,139616978,139616978,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,0.964654714421639,1,0.964654714421639,1,13722,0.897094212876615,1,0.0969745978098091,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.11953745679129,0.202577490028544,0.0864318965422476,0.0784614482288442,0.188389784704089,0.0571377033808895,1,1,326,1,1,1,145,145,29,29,240,79,0,0,0,0,0,0,0,986,986,262,262,304,304,13722,0.439103999999998,0.439104,1,4.44089209850063e-16,0,0,0.143455330796856,0.145134178516663,1.03387837849129,0,0,1.47455999999999,0.439103999999998,0.182253714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094211,987559,14178860,14178860,0,1598822,628428,18500434508,52711080,397355587,139616978,139616978,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.15040157760173,0,7.15040157760173,0,13722,6.23672654513097,0,-0.197718913406797,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.473712385273529,0.865788499740578,0.78654417353619,0.221475971775824,0.664331293871983,0.686039919964407,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,746,746,183,183,304,304,13722,0.439103999999998,0.439104,1,4.44089209850063e-16,0,0,0.391322996783312,0.404742628196813,0.772281086593203,0,0,1.02912,0.439103999999998,0.139830857142857
closure-prepare-blackout-emergency,closure,prepare-blackout,16094211,987559,14178860,14178860,0,1598822,628428,18712750221,52479278,657362028,139616978,139616978,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,0.966327637333861,1,0.966327637333861,1,14344,0.897235801020955,1,0.0943094656271664,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.12133830366661,0.202928803840111,0.0867221726062333,0.0766243373662505,0.188419518214401,0.0572089564077918,1,1,326,1,1,1,116,116,0,29,193,68,0,0,0,0,0,0,0,988,988,260,260,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.138894055211217,0.153225101590535,1.06430946562717,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094211,987559,14178860,14178860,0,1598822,628428,18643720675,55054745,656994708,139616978,139616978,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,0.965305191399014,1,0.965305191399014,1,13722,0.897118465892395,1,0.0983621135584443,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.119210213614163,0.202714090193793,0.0865163567173533,0.0757029168274073,0.188394877837403,0.0568777657361126,1,1,326,1,1,1,121,121,5,29,205,66,0,0,0,0,0,0,0,991,991,257,257,119,119,4104,0.131328,0.131328,1,4.44089209850063e-16,0,0,0.143198973997056,0.144861882655396,1.03404598356022,0,0,1.47455999999999,0.131328,0.152941714285713
closure-iid20-emergency,closure,none,16094212,964512,14802113,14802113,0,884533,628428,18734487398,54804706,656575905,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.00424896379148,0,1.00424896379148,0,13744,0.860530968335966,1,0.071656949982339,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.124374499219596,0.210892282396211,0.0997381619124696,0.0725424591218879,0.180711503350553,0.0645216807218878,1,1,326,1,1,1,32,32,6,7,54,16,0,0,0,0,0,0,0,1002,1002,246,246,121,121,4382,0.140224,0.140224,1,4.44089209850063e-16,0,0,0.142503331954694,0.144762067093426,1.04165694998234,0,0,1.47455999999999,0.140224,0.153788952380951
closure-response-blackout-emergency,closure,response-blackout,16094212,964512,14802113,14802113,0,884533,628428,18493431696,52701992,656994905,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.00577075590665,0,1.00577075590665,0,13744,0.856620788502685,1,0.0720387416589308,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.128754009385844,0.211211858740397,0.101288642125098,0.0733334876721685,0.179890365585564,0.0627258365595058,1,1,326,1,1,1,142,142,28,29,243,69,0,0,0,0,0,0,0,1002,1002,246,246,305,305,13724,0.439167999999998,0.439168,1,4.44089209850063e-16,0,0,0.141910540475984,0.14413026063104,1.04203874165893,0,0,1.47455999999999,0.439167999999998,0.182259809523808
closure-response-blackout-no-emergency,closure,response-blackout,16094212,964512,14802113,14802113,0,884533,628428,18493431696,52701992,399801946,139592278,139592278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.31761065934145,0,7.31761065934145,0,13744,6.37847643259491,0,-0.205049077451173,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.492291512565526,0.872379919640472,0.804937172527559,0.206447634914645,0.625035254156208,0.701632407585441,0,0,326,0,0,1,142,0,0,0,0,0,0,0,0,0,0,0,0,759,759,177,177,305,305,13724,0.439167999999998,0.439168,1,4.44089209850063e-16,0,0,0.382893214230275,0.39622525925795,0.764950922548827,0,0,1.038336,0.439167999999998,0.140714666666666
