stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES,PROJECTION_FLAG,DTSA_DECISIONS,DTSA_DISAGREEMENTS,DTSA_DISAGREEMENT_FRACTION,AGE_GAIN_ELIGIBLE,ZMAC_OWNER_ATTEMPTS,ZMAC_CONTENTION_ATTEMPTS,DELTA_FINAL_PHASE,PUBLIC_FEEDBACK_COUNT,PUBLIC_FEEDBACK_AIRTIME,CHARGED_OFFERED_UTIL,MECHANISM_ACTIVATIONS,cellRole,controlReach,DISTRIBUTED_FLAG,IDEAL_FLAG,EXP21_TRACE_HASH_EXACT,RESERVATION_EPOCHS,CONTROL_FRAMES,CONTROL_REQUEST_FRAMES,CONTROL_RESPONSE_FRAMES,CONTROL_COMMIT_FRAMES,CONTROL_RECIPIENT_ATTEMPTS,CONTROL_RECIPIENT_SUCCESS,CONTROL_RECIPIENT_LOSS,CONTROL_ACCOUNTING_CLOSE,CONTROL_AIRTIME,CONTROL_OVERHEAD_FRACTION,RESERVATION_NACKS,RESERVATION_MIGRATIONS,RESERVATION_SCHEDULE_CHANGES,SCHEDULE_CONFLICT_FRACTION,FIRST_CONVERGENCE_SEC,CONVERGED_BY_2SEC,CHURN_APPLIED,CHURN_RECOVERY_SEC,RECOVERED_BY_2SEC,FINAL_ASSIGNED_NODES,FINAL_FULL_UNIQUE,MAX_ABS_CLOCK_OFFSET_SEC,MAX_ABS_CLOCK_DRIFT_PPM,LOCAL_SCHEDULE_ONLY
development-falsification,16030001,n5-stressed-control-loss,N5 Stressed control loss,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0745675096598419,0.50586660689159,0,0,9.76778919388916,12.5327788802151,0,1.03655549304532,0.11232725262576,0.299999999999999,0.52,0.699999999999999,NaN,NaN,600,600,504,0,0,1080,764,316,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.199999999999984,0,0,0,0.19984747759072,0.233206941122285,0,0,0,0,0,0.2,2.4,0,0,0,0,0.48,42,63.6666666666667,0,0.00800000000000012,0.016,NaN,NaN,0.984672636353064,1080,0,0.29537037037037,0,0.297647058823529,0.311431428095317,1.9494829,0,1005597,21813585371,110997405,0,226692681,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,8.4,6.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.2,600,single-fault,full,0,1,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030001,n5-stressed-control-loss,N5 Stressed control loss,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0774920405104192,0.504199938137184,0,0,9.8071698667495,12.7381115521403,0,1.03653176865377,0.11681592039801,0.300000000000001,0.440000000000001,0.600000000000001,NaN,NaN,500,500,426,0,0,900,654,246,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,35.5,54.5,0,0.00800000000000013,0.016,NaN,NaN,0.984730587660752,900,0,0.287777777777778,0,0.297647058823529,0.311431428095317,2.5824706,0,1005597,21813585371,110997405,0,226755397,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,7.1,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,single-fault,full,0,0,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,5,1,0,0,1
development-falsification,16030001,n5-stressed-control-loss,N5 Stressed control loss,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0844072721465001,0.488934398085981,0,0,10.0329424832116,13.7158121530037,0,1.03688537207916,0.135522388059701,0.371999999999998,0.600000000000001,0.84,NaN,NaN,500,489,413,0,0,881,612,269,0,0,0,0,0,0,0,0,0,11,0,0,1,32,32,0,0,0,0,0,0,0,0.162999999999988,0,0,0,0.166369693743664,0.204621556615263,0,0,0,0,0,0.163,1.956,0,0,0,0,0.3912,34.4166666666667,51,0,0.00880572597137028,0.0160000000000018,NaN,NaN,0.98211602130416,881,0,0.30533484676504,0,0.297647058823529,0.311431428095317,2.7528788,0,1005597,21813585371,110997405,0,226832742,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,6.88333333333333,5.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,489,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.192583333333333,489,single-fault,full,1,0,503334553415,24,355,120,120,115,1284,935,349,1,0.355,0.0295833333333334,3,1,7,0.083554717627903,1,1,0,NaN,NaN,5,1,0,0,1
development-falsification,16030001,n5-stressed-control-loss,N5 Stressed control loss,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0748499528126255,0.501955846891487,0,0,9.93803977587191,13.4601057428875,0,1.03691077251348,0.106965174129353,0.279999999999999,0.42,0.6,NaN,NaN,600,585,488,0,0,1055,727,328,0,0,0,0,0,0,0,0,0,15,0,0,1,32,32,0,0,0,0,0,0,0,0.194999999999984,0,0,0,0.199851488009829,0.236892587889489,0,0,0,0,0,0.195,2.34,0,0,0,0,0.468,40.6666666666667,60.5833333333333,0,0.0109914529914531,0.0270000000000008,NaN,NaN,0.976360132835882,1055,0,0.31563981042654,0,0.297647058823529,0.311431428095317,2.3319174,0,1005597,21813585371,110997405,0,226674825,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,8.13333333333333,6.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,585,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.224583333333333,585,single-fault,full,1,0,503334553415,24,355,120,120,115,1284,935,349,1,0.355,0.0295833333333334,3,1,7,0.083554717627903,1,1,0,NaN,NaN,5,1,0,0,1
development-falsification,16030001,n5-stressed-control-loss,N5 Stressed control loss,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.150998496713011,0.421006798661172,0,0,9.67413084992414,12.9288864965089,0,1.03651196811166,0.244566058595909,0.671999999999998,0.92,1.06,NaN,NaN,302,336,263,0,0,604,381,223,0,0,0,0,0,0,34,0.101190476190476,0,0,34,0,1,32,32,0,0,0,0,0,0,0,0.106333333333331,0,0,0,0.0774687933094888,0.116541115395218,0,0,0,0,0,0.112,1.344,0,0,0,0,0.2688,21.9166666666667,31.75,0,0.00283035714285719,0.00900000000000034,NaN,NaN,0.9817472145341,604,0,0.306291390728477,0,0.297647058823529,0.311431428095317,1.595785,0,1005597,21813585371,110997405,0,228564369,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.38333333333333,3.41666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319,NaN,NaN,NaN,0,0,1,34,NaN,NaN,NaN,NaN,NaN,222,114,NaN,0,0,0.112,319,single-fault,full,0,0,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.104476201302987,0.461103727560114,0,0,9.59667238153547,12.4083022677207,0,1.03646019152773,0.166578220011056,0.48,0.680000000000001,0.82,0.370503040353787,0.203924820342731,1068,1036,492,0,333,1900,730,1170,824,333,491,0,0,0,468,0.451737451737452,0,453,425,22,1,32,32,0,0,0,0,0,824,450,0.294499999999972,0,0,0,0.280578706208704,0.382321448737539,0,0,0,0,0,0.345333333333332,4.14399999999999,0,0.210944000000002,0,0,0.828799999999997,41,60.8333333333333,27.75,0.0233040540540542,0.0570000000000004,0.0763213213213215,0.17,0.979897178480347,2190,0,0.302283105022831,0,0.297647058823529,0.311431428095317,3.3248634,0,1005597,21813585371,110997405,0,259865519,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,8.2,6.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,468,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.345333333333332,0,single-fault,full,0,0,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.080396544127567,0.498705842321613,0,0,9.8071698667495,12.7381115521403,0,1.03655858544651,0.122786069651741,0.34,0.48,0.600000000000001,NaN,NaN,500,500,427,0,0,900,646,254,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,35.5833333333333,53.8333333333333,0,0.00800000000000013,0.016,NaN,NaN,0.986228532792427,900,0,0.286666666666667,0,0.297647058823529,0.311431428095317,2.0998112,0,1005597,21813585371,110997405,0,226340283,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,7.11666666666667,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,single-fault,full,0,1,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0745675096598419,0.50586660689159,0,0,9.76778919388916,12.5327788802151,0,1.03655549304532,0.11232725262576,0.299999999999999,0.52,0.699999999999999,NaN,NaN,600,600,504,0,0,1080,764,316,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.199999999999984,0,0,0,0.19984747759072,0.233206941122285,0,0,0,0,0,0.2,2.4,0,0,0,0,0.48,42,63.6666666666667,0,0.00800000000000012,0.016,NaN,NaN,0.984672636353064,1080,0,0.29537037037037,0,0.297647058823529,0.311431428095317,1.9689451,0,1005597,21813585371,110997405,0,226182041,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,8.4,6.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.2,600,single-fault,full,0,1,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.276963427013554,0.162325969999571,1,0,9.8071698667495,12.7381115521403,0,1.03632922264763,0.561592039800996,4.312,5.7584,6.12,NaN,NaN,500,450,387,0,0,850,615,235,0,0,0,0,0,0,0,0,0,49,0,0,1,32,32,0,0,0,0,0,0,0,0.149999999999992,0,0,0,0.132023081663407,0.160050165775588,0,0,0,0,0,0.15,1.8,0,0,0,0,0.36,32.25,51.25,0,0.00711111111111123,0.016,NaN,NaN,0.914256936178006,850,0,0.289411764705882,0,0.297647058823529,0.311431428095317,2.593048,0,1005597,21813585371,110997405,0,225751072,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,6.45,2.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,450,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.15,450,single-fault,full,0,0,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,1,1,NaN,0,4,0,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0853048649694184,0.49129763126143,0,0,10.0329424832116,13.7158121530037,0,1.03683823508165,0.131077943615257,0.359999999999999,0.560000000000001,0.84,NaN,NaN,500,484,406,0,0,868,606,262,0,0,0,0,0,0,0,0,0,16,0,0,1,32,32,0,0,0,0,0,0,0,0.161333333333321,0,0,0,0.166369693743663,0.204621556615263,0,0,0,0,0,0.161333333333333,1.936,0,0,0,0,0.3872,33.8333333333333,50.5,0,0.00872727272727286,0.0160000000000008,NaN,NaN,0.985625448457307,868,0,0.302995391705069,0,0.297647058823529,0.311431428095317,2.7639421,0,1005597,21813585371,110997405,0,225828417,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,6.76666666666667,5.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,484,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.191,484,single-fault,full,1,0,503334553415,24,356,120,120,116,1396,1318,78,1,0.356,0.0296666666666667,4,0,6,0.0836475831333562,1,1,1,0,1,5,1,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0761422480382327,0.501642653623752,0,0,9.93803977587191,13.4601057428875,0,1.03692883076084,0.108236594803759,0.280000000000001,0.4,0.619999999999999,NaN,NaN,600,580,483,0,0,1040,726,314,0,0,0,0,0,0,0,0,0,20,0,0,1,32,32,0,0,0,0,0,0,0,0.193333333333318,0,0,0,0.199851488012405,0.236892587889489,0,0,0,0,0,0.193333333333333,2.32,0,0,0,0,0.464,40.25,60.5,0,0.0109482758620691,0.027000000000001,NaN,NaN,0.984611813366535,1040,0,0.306730769230769,0,0.297647058823529,0.311431428095317,2.3686369,0,1005597,21813585371,110997405,0,225670500,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,8.05,6.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.223,580,single-fault,full,1,0,503334553415,24,356,120,120,116,1396,1318,78,1,0.356,0.0296666666666667,4,0,6,0.0836475831333562,1,1,1,0,1,5,1,0,0,1
development-falsification,16030001,n5-stressed-churn,N5 Stressed churn,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.150998496713011,0.421006798661172,0,0,9.67413084992414,12.9288864965089,0,1.03651196811166,0.244566058595909,0.671999999999998,0.92,1.06,NaN,NaN,302,336,263,0,0,604,381,223,0,0,0,0,0,0,34,0.101190476190476,0,0,34,0,1,32,32,0,0,0,0,0,0,0,0.106333333333331,0,0,0,0.0774687933094888,0.116541115395218,0,0,0,0,0,0.112,1.344,0,0,0,0,0.2688,21.9166666666667,31.75,0,0.00283035714285719,0.00900000000000034,NaN,NaN,0.9817472145341,604,0,0.306291390728477,0,0.297647058823529,0.311431428095317,1.5860095,0,1005597,21813585371,110997405,0,228053729,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.38333333333333,3.41666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319,NaN,NaN,NaN,0,0,1,34,NaN,NaN,NaN,NaN,NaN,222,114,NaN,0,0,0.112,319,single-fault,full,0,0,503334553415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030001,n10-moderate-nominal,N10 Moderate nominal,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.204570700428405,0.382911060822074,1,0,NaN,NaN,NaN,NaN,0.226083866382374,0.580000000000002,1.02,1.38,0.441724709784411,0.215640843402037,2117,1382,618,0,666,2941,1240,1701,1554,666,888,0,0,0,750,0.542691751085383,0,1434,706,29,1,32,32,0,0,0,0,0,1554,1824,0.372083333333311,0,0,0,0.368080910950455,0.445408157613602,0,0,0,0,0,0.460666666666653,5.52799999999983,0,0.397824000000001,0,0,1.10559999999997,51.5,103.333333333333,55.5,0.0276382054992765,0.0579999999999998,0.122695195195195,0.30625,0.98908168021961,3346,0,0.0950388523610281,0,0.0980461589735044,0.0992784535910682,3.6344969,0,1183763,84892697956,410907084,0,269922872,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,5.15,4.33333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,750,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.460666666666653,0,nominal,full,0,0,1950130898934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030001,n10-moderate-nominal,N10 Moderate nominal,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.103549692429253,0.502859141840216,0,0,NaN,NaN,NaN,NaN,0.0942146410803129,0.220000000000001,0.316000000000003,0.380000000000001,NaN,NaN,1000,1000,967,0,0,2100,1884,216,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332921606271421,0.387853540102323,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,80.5833333333333,157,0,0.0180000000000001,0.036,NaN,NaN,0.998035071990437,2100,0,0.0919047619047619,0,0.0980461589735044,0.0992784535910682,2.5000146,0,1183763,84892697956,410907084,0,236657595,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,8.05833333333334,7.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,nominal,full,0,1,1950130898934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030001,n10-moderate-nominal,N10 Moderate nominal,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0891952694518194,0.515981115582961,0,0,NaN,NaN,NaN,NaN,0.078678038379531,0.16,0.220000000000001,0.32,NaN,NaN,1200,1200,1173,0,0,2520,2295,225,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.399999999999987,0,0,0,0.399765124741369,0.448484080563091,0,0,0,0,0,0.399999999999993,4.79999999999991,0,0,0,0,0.959999999999983,97.75,191.25,0,0.0180000000000001,0.036,NaN,NaN,0.999142406924647,2520,0,0.0936507936507937,0,0.0980461589735044,0.0992784535910682,2.3859605,0,1183763,84892697956,410907084,0,236499353,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,9.775,9.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.399999999999993,1200,nominal,full,0,1,1950130898934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030001,n10-moderate-nominal,N10 Moderate nominal,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.106289995753487,0.493528622055899,0,0,NaN,NaN,NaN,NaN,0.0948969438521677,0.219999999999999,0.260000000000002,0.379999999999999,NaN,NaN,1000,1000,970,0,0,2100,1886,214,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332931116951937,0.384653863841615,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,80.8333333333333,157.166666666667,0,0.0185000000000001,0.0369999999999999,NaN,NaN,0.9975614927905,2100,0,0.0919047619047619,0,0.0980461589735044,0.0992784535910682,2.8125728,0,1183763,84892697956,410907084,0,236068382,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,8.08333333333333,7.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,nominal,full,0,0,1950130898934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,10,1,0,0,1
