stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH
development,16016001,n5-hidden,N5 hidden terminals,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0601120769354981,0.522205904220045,0,0,9.72916024182561,12.7424172942043,0,1.03659169963264,0.0817910447761193,0.199999999999999,0.279999999999999,0.440000000000001,0.169154228855721,0.0873631840796021,845,1331,623,49,617,2463,1067,1396,1192,617,575,0,0,0,699,0.506521739130435,0,61,547,11,2,32,32,0,0,0,0,49,1091,33,0.361416666666646,49,0,0,0.210561955691068,0.317083472326346,0,0,0,0,0,0.451416666666655,5.32399999999986,0.0930000000000001,0.279296000000002,0,0,1.08339999999997,51.9166666666667,88.9166666666667,51.4166666666667,0.00956956521739136,0.028,0.0480632090761751,0.105,0.98907788947925,2874,101,0.104036186499652,0.0891089108910891,0.0968571904682553,0.102012997833694,1.354892,0,667199582124,21207615519,105363559,0,133005949
development,16016001,n5-hidden,N5 hidden terminals,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0618038955488303,0.521175251164502,0,0,9.72916024182561,12.7424172942043,0,1.03664897368546,0.0858485351022662,0.199999999999999,0.26,0.299999999999999,0.13420674405749,0.0483582089552239,747,1288,537,421,642,2393,918,1475,1094,642,452,0,0,0,803,0.469865418373318,0,29,570,3,2,32,32,0,0,0,0,421,560,18,0.37541666666665,0,0,0,0.199164258680791,0.317194312788459,0,0,0,0,0,0.473333333333323,5.15199999999988,0.528,0.143360000000001,0,0,1.13599999999998,44.75,76.5,53.5,0.00899063779988303,0.0279999999999998,0.0339672897196262,0.0569999999999995,0.99288653227056,2560,534,0.1046875,0.099250936329588,0.0968571904682553,0.102012997833694,1.2178455,0,667199582124,21207615519,105363559,0,133000953
development,16016001,n5-hidden,N5 hidden terminals,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0634328500547858,0.514914996280921,0,0,9.72916024182561,12.8724925399869,0,1.03655809088679,0.0857379767827527,0.219999999999999,0.300000000000001,0.4,0.173908236594804,0.088170259812051,835,1515,598,45,573,2828,1034,1794,1268,573,695,0,0,0,905,0.580128205128205,0,1,681,9,1,32,32,0,0,0,0,45,1171,9,0.397166666666658,45,0,0,0.212048204367177,0.367693586746484,101,0,101,101,0,0.512249999999981,6.05999999999978,0.0870000000000001,0.299776000000002,0,0,1.22939999999996,49.8333333333333,86.1666666666667,47.75,0.0120653846153847,0.0360000000000001,0.0490122164048867,0.1064,0.986929403322846,3255,97,0.0967741935483871,0.123711340206186,0.0968571904682553,0.102012997833694,1.1373882,0,667199582124,21207615519,105363559,0,133010993
development,16016001,n5-hidden,N5 hidden terminals,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0634328500547858,0.514914996280921,0,0,9.72916024182561,12.8724925399869,0,1.03655809088679,0.0857379767827527,0.219999999999999,0.300000000000001,0.4,0.173908236594804,0.088170259812051,835,1515,598,45,573,2828,1034,1794,1268,573,695,0,0,0,905,0.580128205128205,0,1,681,9,1,32,32,0,0,0,0,45,1171,9,0.397166666666658,45,0,0,0.212048204367177,0.367693586746484,101,0,101,101,0,0.512249999999981,6.05999999999978,0.0870000000000001,0.299776000000002,0,0,1.22939999999996,49.8333333333333,86.1666666666667,47.75,0.0120653846153847,0.0360000000000001,0.0490122164048867,0.1064,0.986929403322846,3255,97,0.0967741935483871,0.123711340206186,0.0968571904682553,0.102012997833694,1.103767,0,667199582124,21207615519,105363559,0,132997678
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0934340102837437,0.506204266512548,0,0,NaN,NaN,NaN,NaN,0.0824543946932006,0.18,0.24,0.34,0.145159914712154,0.062705520018953,1623,2623,1202,907,1463,5647,2432,3215,3149,1463,1686,0,0,0,1745,0.494334277620397,0,184,1184,26,2,32,32,0,0,0,0,908,1941,211,0.713083333333378,0,0,0,0.641601211112429,0.745707274880645,0,0,0,0,0,0.973166666666607,10.4919999999993,1.18599999999999,0.496895999999995,0,0,2.33559999999986,100.166666666667,202.666666666667,121.916666666667,0.0135141643059491,0.038,0.0427142857142858,0.0769000000000001,0.985770233205518,6201,1208,0.111433639735527,0.120860927152318,0.100855690718214,0.101830528245292,3.2113183,0,2586678019697,84939264990,410907084,0,141501855
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0855050760022753,0.514812011642584,0,0,NaN,NaN,NaN,NaN,0.0761004501303008,0.16,0.220000000000001,0.42,0.147652215114902,0.071551764984601,1584,2359,1311,0,1550,5029,2581,2448,2885,1550,1335,0,0,0,1020,0.432386604493429,0,122,901,12,1,32,32,0,0,0,0,0,2885,124,0.597666666666719,0,0,0,0.522295156617436,0.622653830478093,0,0,0,0,0,0.786333333333284,9.4359999999994,0,0.738559999999996,0,0,1.88719999999988,109.25,215.083333333333,129.166666666667,0.0135743959304791,0.0369999999999999,0.0534935483870969,0.11,0.992201382033564,5819,0,0.108609726757175,0,0.100855690718214,0.101830528245292,2.0367354,0,2586678019697,84939264990,410907084,0,141510005
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.088508485524878,0.511568873015461,0,0,NaN,NaN,NaN,NaN,0.0772518360578061,0.16,0.220000000000001,0.3,0.150277185501066,0.0730253494432601,1611,2428,1319,88,1531,5206,2597,2609,2923,1531,1392,0,0,0,1104,0.43879173290938,0,131,948,10,2,32,32,0,0,0,0,88,2728,142,0.620666666666725,88,7,0,0.547888971427137,0.667596515176509,0,0,0,0,0,0.823416666666615,9.71199999999937,0.169,0.698367999999998,0,0,1.97619999999988,109.916666666667,216.416666666667,127.583333333333,0.0136820349761527,0.0379999999999998,0.0530836054866102,0.111,0.989934848786594,5942,195,0.111242006058566,0.0871794871794872,0.100855690718214,0.101830528245292,1.8397066,0,2586678019697,84939264990,410907084,0,141503955
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0983129604890713,0.501947083173184,0,0,NaN,NaN,NaN,NaN,0.0868467187870172,0.18,0.239999999999998,0.42,0.141028192371476,0.0541814735844588,1502,1876,1235,818,1725,4085,2493,1592,2739,1725,1014,0,0,0,837,0.310690423162583,0,196,572,11,2,32,32,0,0,0,0,821,1638,257,0.613916666666719,0,0,0,0.569950775872585,0.670172170061615,0,0,0,0,0,0.715666666666634,7.50399999999962,1.084,0.419327999999998,0,0,1.71759999999992,102.916666666667,207.75,143.75,0.0187728285077951,0.0520000000000002,0.0521466666666668,0.0928,0.988896813304373,4517,1101,0.103387203896391,0.10535876475931,0.100855690718214,0.101830528245292,1.6522119,0,2586678019697,84939264990,410907084,0,141776402
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0872038489396516,0.511459463087318,0,0,NaN,NaN,NaN,NaN,0.078019426676143,0.18,0.24,0.360000000000001,0.147448471926084,0.0694290452499408,1476,2424,1274,95,1497,5183,2492,2691,2849,1497,1352,0,0,0,1148,0.455736403334657,0,0,948,7,1,32,32,0,0,0,0,95,2633,8,0.611166666666723,95,9,0,0.535860165798387,0.613412450062451,381,272,182,369,12,0.823333333333281,9.69599999999938,0.184,0.674047999999999,0,0,1.97599999999988,106.166666666667,207.666666666667,124.75,0.0155990472409687,0.0470000000000002,0.0541676686706748,0.1112,0.990344743425468,5919,216,0.113870586247677,0.0787037037037037,0.100855690718214,0.101830528245292,1.5739761,0,2586678019697,84939264990,410907084,0,141508999
development,16016001,n10-ring2,N10 ring2,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0910730020410152,0.512361625568222,0,0,NaN,NaN,NaN,NaN,0.0805022506515043,0.18,0.220000000000001,0.380000000000001,0.151215351812367,0.0707131011608625,1459,1963,1349,63,1619,4221,2681,1540,2482,1619,863,0,0,0,587,0.289733464955578,0,7,512,17,1,32,32,0,0,0,0,63,2340,34,0.563000000000038,63,4,0,0.512419791481581,0.622686570504443,315,4,312,307,8,0.664499999999965,7.85199999999958,0.122,0.599039999999999,0,0,1.59479999999992,112.416666666667,223.416666666667,134.916666666667,0.0230700888450149,0.071,0.0613248919085856,0.1191,0.989769989285384,4824,142,0.105721393034826,0.126760563380282,0.100855690718214,0.101830528245292,1.5230927,0,2586678019697,84939264990,410907084,0,141495684
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.501566010965851,0.183138370792278,1,0,NaN,NaN,NaN,NaN,0.557289638762707,1.64,2.55099999999999,3.32,3.25687648712957,2.69958684836685,3732,8596,481,128,148,20226,1013,19213,2782,148,2634,0,0,0,8226,0.942916093535076,0,1171,6049,94,2,32,32,0,0,0,0,128,2646,579,0.979999999999892,0,0,0,0.986677482749554,0.996569481334763,0,0,0,0,0,2.87666666666689,34.3840000000027,0.136,0.677376000000002,0,0,6.90400000000054,40.0833333333333,84.4166666666667,12.3333333333333,0.0258711600183403,0.0579999999999998,0.0721013513513514,0.1616,0.966662488510069,20816,136,0.0954554189085319,0.0882352941176471,0.0999450091651391,0.0997662889518414,3.8290277,0,10199860468264,339929170314,1676201720,0,167313713
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.486261747820185,0.238137641440138,1,0,NaN,NaN,NaN,NaN,0.470737616266493,1.18,2.02,2.94,2.61919532770928,2.14845771144278,3794,8616,533,0,217,20148,1191,18954,3511,217,3293,2,3,1,8076,0.937325905292479,0,1200,6033,130,1,32,32,0,0,0,0,0,3511,760,0.977249999999894,0,0,0,0.986379715046773,0.995078911033789,0,0,0,0,0,2.87200000000022,34.4640000000027,0,0.898816000000012,0,0,6.89280000000053,44.4166666666667,99.25,18.0833333333333,0.0250862349117921,0.0570000000000004,0.0886958525345623,0.1976,0.963993892093655,21136,0,0.0951457229371688,0,0.0999450091651391,0.0997662889518414,2.7008955,0,10199860468264,339929170314,1676201720,0,167321863
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.486261747820185,0.238137641440138,1,0,NaN,NaN,NaN,NaN,0.470737616266493,1.18,2.02,2.94,2.61919532770928,2.14845771144278,3794,8615,533,1,214,20146,1191,18952,3505,214,3290,2,3,1,8076,0.937325905292479,0,1200,6032,130,2,32,32,0,0,0,0,1,3502,757,0.977249999999894,1,5,0,0.986379715046773,0.995078911033789,0,0,0,0,0,2.87183333333356,34.4600000000027,0.002,0.896512000000012,0,0,6.89240000000053,44.4166666666667,99.25,17.8333333333333,0.0250866991643455,0.0570000000000004,0.0875841121495328,0.19805,0.963993892093655,21131,3,0.0951682362405944,0.333333333333333,0.0999450091651391,0.0997662889518414,2.7311103,0,10199860468264,339929170314,1676201720,0,167315813
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,20,ring2,di,csma,0.05,0.05,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.195890912749683,0.454465159798071,0,0,NaN,NaN,NaN,NaN,0.15539260220636,0.379999999999999,0.539999999999999,0.76,0.302370754921047,0.146978152714688,4013,3304,1540,309,1775,7820,3345,4475,4123,1775,2348,0,0,0,1895,0.524494879601439,0,2327,1632,58,2,32,32,0,0,0,0,309,3729,3108,0.815249999999982,0,0,0,0.816046363050307,0.880337154627499,0,0,0,0,0,1.13374999999992,13.215999999999,0.389,0.954623999999997,0,0,2.7209999999998,128.333333333333,278.75,147.916666666667,0.029432327705508,0.0660000000000003,0.0932388732394367,0.2013,0.991007554990974,8665,394,0.097403346797461,0.0888324873096447,0.0999450091651391,0.0997662889518414,1.8763686,0,10199860468264,339929170314,1676201720,0,167202695
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.370571780506998,0.222626086886495,1,0,NaN,NaN,NaN,NaN,0.343731343283582,0.859999999999999,1.27099999999999,1.9,1.19170668397145,0.847975340687864,2293,6344,774,3,537,14747,1692,13055,3848,537,3311,0,0,0,5557,0.875531747282181,0,3,4054,7,1,32,32,0,0,0,0,3,3844,3,0.803333333333325,3,41,0,0.805083546928381,0.849806000078438,4715,4532,1032,4701,14,2.11500000000015,25.3760000000018,0.004,0.984064000000014,0,0,5.07600000000036,64.5,141,44.75,0.0310846069008982,0.0760000000000005,0.119824953445065,0.2022,0.987596439169139,15718,4,0.0925054078126988,0,0.0999450091651391,0.0997662889518414,1.8346636,0,10199860468264,339929170314,1676201720,0,167320857
development,16016001,n20-ring2,N20 ring2,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,20,ring2,di,csma,0.05,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.235020852457059,0.420404600227869,0,0,NaN,NaN,NaN,NaN,0.182197707116592,0.42,0.590999999999985,0.82,0.333967120917153,0.151769413800562,2042,3295,1618,1,1829,7791,3503,4288,3978,1829,2149,0,0,0,1655,0.502123786407767,0,141,1411,57,1,32,32,0,0,0,0,1,3975,352,0.791999999999996,1,67,0,0.794441624171702,0.825384050743212,5447,3043,4043,5421,26,1.09849999999992,13.179999999999,0.002,1.0176,0,0,2.6363999999998,134.833333333333,291.916666666667,152.416666666667,0.0657178398058254,0.180000000000001,0.130399671951886,0.270000000000001,0.992374641779503,8727,3,0.0990030938466827,0,0.0999450091651391,0.0997662889518414,1.7178343,0,10199860468264,339929170314,1676201720,0,167307542
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0569670222616418,0.528458314174192,0,0,9.48645974964673,12.3964322957234,0,1.03665739673734,0.0779878385848534,0.16,0.219999999999999,0.279999999999999,0.118573797678275,0.0405859590934218,618,728,575,501,794,1313,994,319,1039,794,245,0,0,0,179,0.145646867371847,0,0,111,0,2,32,32,0,0,0,0,501,377,0,0.27583333333331,0,0,0,0.258396815835857,0.315351670096231,0,0,0,0,0,0.297083333333334,2.912,0.653,0.0965120000000004,0,0,0.713000000000001,47.9166666666667,82.8333333333333,66.1666666666667,0.0062855980471929,0.0190000000000001,0.031846347607053,0.0523500000000009,0.987043422447121,1446,662,0.122406639004149,0.122356495468278,0.102659556740543,0.104439260123313,2.2470129,0,666479049865,21209666718,105363559,0,132553301
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0545195886673032,0.530480514400536,0,0,9.48645974964673,12.4319791821264,0,1.03667818152297,0.0723493642896627,0.140000000000001,0.200000000000001,0.24,0.141702598120508,0.0693532338308458,707,854,666,0,745,1561,1149,412,977,745,232,0,0,0,153,0.179156908665105,0,1,148,0,1,32,32,0,0,0,0,0,977,1,0.258333333333313,0,0,0,0.234941317071696,0.320125852440867,0,0,0,0,0,0.284666666666667,3.416,0,0.250112000000002,0,0,0.683200000000001,55.5,95.75,62.0833333333333,0.00766627634660431,0.0239999999999994,0.0466765100671142,0.0990000000000002,0.985614292380508,1915,0,0.102872062663185,0,0.102659556740543,0.104439260123313,1.4519056,0,666479049865,21209666718,105363559,0,132561451
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0549947832811865,0.53013290847187,0,0,9.48645974964673,12.4319791821264,0,1.0366659187375,0.07444997236042,0.16,0.219999999999999,0.399999999999999,0.139933665008292,0.0654836926478719,710,861,660,57,736,1582,1138,444,978,736,242,0,0,0,171,0.186274509803922,0,5,156,0,2,32,32,0,0,0,0,57,858,2,0.266999999999978,57,0,0,0.230620484874712,0.306484877554415,0,0,0,0,0,0.296,3.444,0.108,0.219648000000002,0,0,0.710400000000001,55,94.8333333333333,61.3333333333333,0.00764814814814823,0.024,0.0447432065217392,0.104,0.983873153543841,1888,120,0.109110169491525,0.116666666666667,0.102659556740543,0.104439260123313,1.2606105,0,666479049865,21209666718,105363559,0,132555401
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0569670222616418,0.528458314174192,0,0,9.48645974964673,12.3964322957234,0,1.03665739673734,0.0779878385848534,0.16,0.219999999999999,0.279999999999999,0.118573797678275,0.0405859590934218,618,728,575,501,794,1313,994,319,1039,794,245,0,0,0,179,0.145646867371847,0,0,111,0,2,32,32,0,0,0,0,501,377,0,0.27583333333331,0,0,0,0.258396815835857,0.315351670096231,0,0,0,0,0,0.297083333333334,2.912,0.653,0.0965120000000004,0,0,0.713000000000001,47.9166666666667,82.8333333333333,66.1666666666667,0.0062855980471929,0.0190000000000001,0.031846347607053,0.0523500000000009,0.987043422447121,1446,662,0.122406639004149,0.122356495468278,0.102659556740543,0.104439260123313,1.1500039,0,666479049865,21209666718,105363559,0,132550405
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0536558581606642,0.530768394021277,0,0,9.48645974964673,12.4319791821264,0,1.03667758320407,0.0726699834162519,0.16,0.219999999999999,0.280000000000001,0.146909894969596,0.0742399115533445,714,867,675,57,736,1610,1174,436,988,736,252,0,0,0,167,0.180735930735931,0,0,153,0,2,32,32,0,0,0,0,57,867,0,0.269749999999978,57,0,0,0.241231135515844,0.310079946582026,19,0,19,13,6,0.29825,3.468,0.111,0.221952000000002,0,0,0.715800000000001,56.25,97.8333333333333,61.3333333333333,0.00776948051948064,0.0250000000000003,0.0462445652173914,0.0972500000000001,0.985571983257444,1919,121,0.113600833767587,0.148760330578512,0.102659556740543,0.104439260123313,1.0045392,0,666479049865,21209666718,105363559,0,132560445
development,16016002,n5-csma,N5 CSMA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0536558581606642,0.530768394021277,0,0,9.48645974964673,12.4319791821264,0,1.03667758320407,0.0726699834162519,0.16,0.219999999999999,0.280000000000001,0.146909894969596,0.0742399115533445,714,867,675,57,736,1610,1174,436,988,736,252,0,0,0,167,0.180735930735931,0,0,153,0,2,32,32,0,0,0,0,57,867,0,0.269749999999978,57,0,0,0.241231135515844,0.310079946582026,19,0,19,13,6,0.29825,3.468,0.111,0.221952000000002,0,0,0.715800000000001,56.25,97.8333333333333,61.3333333333333,0.00776948051948064,0.0250000000000003,0.0462445652173914,0.0972500000000001,0.985571983257444,1919,121,0.113600833767587,0.148760330578512,0.102659556740543,0.104439260123313,1.055958,0,666479049865,21209666718,105363559,0,132547130
development,16016002,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800745379078466,0.496969992018608,0,0,9.52081068248227,12.4963472488665,0,1.03613622213384,0.117169707020453,0.32,0.48,0.6,0.190713101160862,0.0735433941404091,949,2255,405,325,401,4109,705,3404,1001,401,600,0,0,0,1938,0.751162790697674,0,38,1345,5,2,32,32,0,0,0,0,325,603,11,0.504083333333357,0,0,0,0.402065762084973,0.522698620818867,0,0,0,0,0,0.784749999999954,9.01999999999945,0.397,0.154368000000002,0,0,1.88339999999989,33.75,58.75,33.4166666666667,0.00935620155038767,0.025,0.0349077306733168,0.0570000000000004,0.973586585546817,4333,398,0.117470574659589,0.0804020100502513,0.102659556740543,0.104439260123313,2.503919,0,666479049865,21209666718,105363559,0,132993901
development,16016002,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0654022976962249,0.518227129353879,0,0,9.52081068248227,12.4963472488665,0,1.03614865521103,0.0942177998894415,0.24,0.319999999999999,0.4,0.199248203427308,0.105030403537866,1003,2268,473,0,377,4170,832,3338,1377,377,1000,0,0,0,1775,0.782627865961199,0,39,1304,5,1,32,32,0,0,0,0,0,1377,11,0.490166666666687,0,0,0,0.371651176760728,0.513420201031219,0,0,0,0,0,0.755999999999954,9.07199999999944,0,0.352512000000001,0,0,1.81439999999989,39.4166666666667,69.3333333333333,31.4166666666667,0.00995502645502652,0.0259999999999998,0.0461511936339524,0.101600000000001,0.95612726767666,4688,0,0.114547781569966,0,0.102659556740543,0.104439260123313,1.5791635,0,666479049865,21209666718,105363559,0,133002051
development,16016002,n5-aloha,N5 ALOHA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0886559038996169,0.485440254611945,0,0,9.52081068248227,12.4963472488665,0,1.03612593033563,0.128291873963516,0.4,0.598400000000003,0.880000000000001,0.216915422885572,0.0886235489220565,958,2302,396,294,392,4209,694,3515,1038,392,646,0,0,0,1975,0.760785824345146,0,37,1381,5,2,32,32,0,0,0,0,294,681,9,0.504000000000023,294,6,0,0.404469410532516,0.541552442850954,0,0,0,0,0,0.796916666666619,9.20799999999943,0.355,0.174336000000002,0,0,1.91259999999989,33,57.8333333333333,32.6666666666667,0.00959938366718036,0.025,0.0352193877551022,0.0569999999999997,0.956428397170041,4429,357,0.11402122375254,0.109243697478992,0.102659556740543,0.104439260123313,1.4182092,0,666479049865,21209666718,105363559,0,132996001
development,16016002,n5-aloha,N5 ALOHA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0800745379078466,0.496969992018608,0,0,9.52081068248227,12.4963472488665,0,1.03613622213384,0.117169707020453,0.32,0.48,0.6,0.190713101160862,0.0735433941404091,949,2255,405,325,401,4109,705,3404,1001,401,600,0,0,0,1938,0.751162790697674,0,38,1345,5,2,32,32,0,0,0,0,325,603,11,0.504083333333357,0,0,0,0.402065762084973,0.522698620818867,0,0,0,0,0,0.784749999999954,9.01999999999945,0.397,0.154368000000002,0,0,1.88339999999989,33.75,58.75,33.4166666666667,0.00935620155038767,0.025,0.0349077306733168,0.0570000000000004,0.973586585546817,4333,398,0.117470574659589,0.0804020100502513,0.102659556740543,0.104439260123313,1.2608271,0,666479049865,21209666718,105363559,0,132991005
